tic,settledate,cret,car,bhar,number,classend,ceyr,month,gap,lgap,settleamt,year,styr,gvkey,date,fyear_st,at_st,capx_st,ceq_st,dltt_st,dp_st,dt_st,ebit_st,revt_st,setp_st,txpd_st,wcap,xintd_st,mkvalt_st,sic,f_month,wcap_1_st,dwcap_st,ebit_1_st,fcf_st,fcf_1_st,size_st,debtratio_st,M2B_st,classification,Accounting,Secondary Market & Trading,Financial Intermediatary,Non-Accounting disclsoure and misrepresentation,Others,fyear_ce,at_ce,capx_ce,ceq_ce,dltt_ce,dp_ce,dt_ce,ebit_ce,revt_ce,setp_ce,txpd_ce,wcap_ce,xintd_ce,mkvalt_ce,wcap_1_ce,dwcap_ce,ebit_1_ce,fcf_ce,fcf_1_ce,size_ce,debtratio_ce,M2B_ce,PRC,VOL,SHROUT,sprtrn,vt,share turnover,abnormal volume,abnormal share turnover,skewness
BBND,2009-04-06,-8.5365852,-30.1489623,-32.6296067,103840,2007-09-28,2007,4,556,6.3207684,11.0,2009,2009,176863.0,2009-12-31,2009.0,223.588,4.619,150.276,0.0,8.874,,-8.398,139.514,-0.477,1.239,147.496,0.0,230.9547,7373.0,12.0,142.398,5.098000000000012,6.926,-10.480000000000011,-29.560999999999996,5.409805072577837,0.0,1.0329476537202356,IPO-NON ALLOCATION,0,0,1,0,0,2007.0,218.586,12.32,111.586,0.0,10.343,,-16.108,176.51,,3.945,109.296,,318.202,25.056,84.24000000000002,12.762,-106.27,-11.064999999999996,5.387179529775711,0.0,1.455729095184504,6.94,430088.0,65349.0,-0.8331999999999999,310980.5833333333,4.7587657551505504,119107.41666666669,1.8226356434936524,0
FIRE,2009-02-11,-7.1322437999999995,-9.1810801,-9.1658985,103758,2007-04-09,2007,2,674,6.5132303,3.00817,2009,2009,176556.0,2009-12-31,2009.0,174.167,2.5,128.489,0.001,3.423,0.001,9.374,103.465,,0.209,103.055,,725.1086,7373.0,12.0,99.017,4.037999999999997,-8.816,6.050000000000003,-10.672000000000004,5.160014609044623,5.741615805519989e-06,4.163294998478472,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,2007.0,141.678,3.131,109.194,0.0,1.6780000000000002,,-7.034,55.859,,0.106,101.302,,205.5143,25.852,75.45000000000002,-1.6569999999999998,-84.04300000000002,-23.454,4.953556877056478,0.0,1.4505731306201386,6.6,30459.0,25918.0,0.7955,61080.525,2.3566835789798595,-30621.525,-1.1814771587313837,0
LLNW,2010-11-15,-1.4285701000000002,-14.199688800000002,-17.794845199999994,103801,2007-08-08,2007,11,1195,7.085901299999999,1.9,2010,2010,177315.0,2010-12-31,2010.0,298.64,34.174,256.10900000000004,1.75,28.726,2.799,-22.491,183.327,,2.064,80.877,,581.3951,7370.0,12.0,159.53,-78.653,-29.482,48.65000000000001,-67.33300000000001,5.6992388346063265,0.005859898205196893,1.9468092017144387,IPO-NON ALLOCATION,0,0,1,0,0,2007.0,273.428,22.731,194.037,0.0,21.596,,-26.08,103.111,-48.13,0.36,154.501,0.985,568.7075,14.033,140.46800000000002,-0.127,-168.043,-50.858999999999995,5.611038333091243,0.0,2.079916833681993,6.78,5718356.0,99118.0,-0.1217,1068785.9666666666,10.782965421685935,4649570.033333333,46.9094416083187,0
BX,2013-08-28,3.12787645,8.152847419999999,8.17903737,103986,2008-03-10,2008,8,1997,7.5994015,8.5,2013,2013,177088.0,2013-12-31,2013.0,29678.606,,6306.766,11467.347,129.27100000000002,,,6994.8319999999985,,,,107.973,,6282.0,12.0,,,833.73,,,10.298181728523316,0.38638428637787103,,CREDIT CRISIS (OTHER),0,0,1,0,0,2008.0,9257.911,,3509.157,82.916,171.437,,,-1221.697,,,,23.008000000000006,,,,317.384,,,9.133233708237595,0.008956232134873622,,21.65,2286900.0,456392.0,0.2748,5034775.833333333,11.031691689015874,-2747875.833333333,-6.020867660549118,0
SHOR,2010-06-04,-6.2846521000000015,-4.761048000000001,-4.846700299999999,103913,2008-01-07,2008,6,879,6.7787848,3.0,2010,2010,177127.0,2010-06-30,2010.0,170.72099999999998,4.65,114.466,0.0,2.804,,-12.671,148.464,,-0.156,112.836,0.0,210.5168,3661.0,6.0,111.617,1.218999999999994,-7.795,-15.579999999999993,-8.49200000000001,5.140030645080805,0.0,1.233104304684251,IPO-NON ALLOCATION,0,0,1,0,0,2008.0,147.797,2.407,113.213,0.0,1.606,,-0.607,128.72899999999998,,1.398,111.993,0.0,191.5672,23.018,88.975,6.216,-91.781,-2.4410000000000025,4.9958397106085055,0.0,1.2961508014371064,4.84,237167.0,45014.0,-3.4411000000000005,101932.38333333333,2.264459575539462,135234.61666666667,3.004279039113757,0
ES,2012-11-19,28.624534540000006,12.61102461,12.74674143,104380,2008-10-14,2008,11,1497,7.3112183,26.0,2012,2012,7970.0,2012-12-31,2012.0,28302.824,1472.2720000000004,9237.05,7282.295,519.01,,1118.206,6273.786999999998,,-12.8,-1416.395,323.155,12273.1912,4931.0,12.0,-590.21,-826.185,824.176,1003.929,796.1150000000004,10.250716866638703,0.2572992362882234,0.4336383959423978,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,2008.0,13988.48,1255.407,3020.312,4789.673,278.588,,640.265,5800.095,-39.4,-36.1,-197.898,244.114,3749.366,80.10600000000002,-278.004,539.637,-22.45000000000005,-518.9799999999998,9.545989412721767,0.34240124731207394,0.2680324095255525,2.91,1927300.0,90232.0,1.9862000000000002,1501666.6666666667,16.642285072553715,425633.33333333326,4.717099624671217,0
OESX,2010-09-17,11.22416906,44.20035621,39.75050734,103932,2008-02-06,2008,9,954,6.860663900000001,3.25,2010,2010,179058.0,2010-03-31,2009.0,103.621,10.444,87.67,3.156,3.072,3.718,-4.199,65.418,-0.7,0.032,55.735,,109.9658,3640.0,3.0,67.42699999999999,-11.691999999999993,-0.056,0.0889999999999933,25.374000000000013,4.640740011986669,0.03045714671736424,1.0612308315881915,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,2008.0,103.722,13.14,88.695,3.647,1.841,4.462,-0.056,72.634,,0.134,67.42699999999999,,94.9429,104.29,-36.863000000000014,8.061,25.374000000000013,-86.613,4.641714243168705,0.035161296542681394,0.9153593258903606,2.98,411200.0,22609.0,0.0827,93037.34166666666,4.115057794093797,318162.6583333333,14.072389682574785,0
LRN,2013-03-04,-2.0306892,-1.3235815,-1.5721151999999998,104850,2011-12-16,2011,3,444,6.0958247000000005,6.75,2013,2013,178976.0,2013-06-30,2013.0,718.8960000000002,8.339,530.1619999999998,16.107,51.5,35.892,45.706,848.22,,1.517,348.76199999999994,,983.5751,8200.0,6.0,289.226,59.53599999999993,28.98,27.814000000000053,18.030000000000012,6.57771670191815,0.02240518795486412,1.368174395183726,FAILURE OF DISCLOSURE (NON-ACCOUNTING),0,0,0,1,0,2011.0,582.095,29.563,448.621,10.851,32.5,24.208,36.214,522.434,,4.6160000000000005,264.447,,1190.6208,149.344,115.103,35.467,-80.56800000000001,6.2419999999999884,6.36663366465138,0.01864128707513378,2.0454063340176427,20.25,220400.0,37103.0,0.46109999999999995,324697.5,8.751246529930194,-104297.5,-2.8110260625825405,0
UNH,2008-09-22,-14.431934300000002,-1.8187907,-5.266956700000001,103614,2006-04-07,2006,9,899,6.8012829,30.0,2008,2008,10903.0,2008-12-31,2008.0,55815.0,,20780.0,11338.0,981.0,,,81186.0,,,,,,6324.0,12.0,-2948.0,,8025.0,,,10.929797929448831,0.20313535787870646,,ACCOUNTING (OPTION DATING),1,0,0,0,0,2006.0,48320.0,,20810.0,5973.0,670.0,,,71542.0,,,,,,-6004.0,,5373.0,,,10.785600832608695,0.12361341059602647,,26.52,6717500.0,1217648.0,-3.8237,12166399.166666666,9.991721061149581,-5448899.166666666,-4.474937885716288,0
CRA,2010-03-18,10.61538526,10.20577683,10.57979715,101420,2000-03-14,2000,3,3656,8.0385122,11.0,2010,2010,127234.0,2010-12-31,2010.0,612.278,3.526,567.4730000000002,0.0,15.873,,-36.934,128.16899999999998,4.38,0.1,335.153,0.0,517.1292,8731.0,12.0,346.654,-11.500999999999975,-33.249,-13.186000000000027,18.391000000000016,6.417186427738782,0.0,0.8445986953638706,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,6.88,794867.0,81984.0,-0.0326,686567.4583333334,8.3744079129261,108299.54166666663,1.3209838708365855,0
CGA,2014-03-18,-6.761011,-5.105372900000001,-5.3592005,104578,2010-09-01,2010,3,1294,7.1654935,2.5,2014,2014,21241.0,2014-06-30,2014.0,393.11,1.602,332.04,0.0,4.385,,40.479,233.402,,32.023,167.143,0.0,71.1986,2870.0,6.0,175.29,-8.146999999999991,55.385,19.385999999999985,-11.257999999999996,5.974089470923892,0.0,0.1811162270102516,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,2010.0,131.78799999999998,5.805,128.53799999999998,0.0,2.644,,24.926,52.091,,3.082,86.228,0.0,220.6566,25.136,61.092,17.09,-42.409,-0.3669999999999965,4.8811945708824025,0.0,1.674329984520594,2.84,95465.0,31826.0,0.722,150714.5,4.735577829447622,-55249.5,-1.7359863005090177,0
ADUS,2011-03-21,-1.9627462,4.860178019999998,4.21277117,104466,2010-03-26,2010,3,360,5.8861041,3.0,2011,2011,183283.0,2011-12-31,2011.0,154.692,0.551,86.441,24.958,3.554,31.527,11.315,273.1,,2.005,45.56800000000001,,38.4668,8082.0,12.0,48.666,-3.097999999999999,12.592,15.410999999999998,11.384,5.041436043248967,0.1613399529387428,0.2486670286763375,FAILURE OF DISCLOSURE (NON-ACCOUNTING),0,0,0,1,0,2010.0,166.924,0.612,88.09100000000002,40.027,4.046,45.185,12.592,271.732,,1.457,48.666,,44.0791,45.481,3.1850000000000023,13.01,11.384,-1.7270000000000043,5.117538619011596,0.2397917615202128,0.2640668807361434,5.23,17253.0,10751.0,1.4994,43593.191666666666,4.054803429138374,-26340.191666666666,-2.450022478529129,0
CIT,2012-03-13,2.65421955,2.39316434,2.27688881,104071,2008-03-05,2008,3,1469,7.2923369,75.0,2012,2012,149738.0,2012-12-31,2012.0,44012.0,,8334.8,20535.9,558.0,,,4006.8,,,,1346.6,,6172.0,12.0,,,3134.9,,,10.692217602989805,0.4665977460692538,,CREDIT CRISIS (FINANCIAL INSTITUTION),0,0,1,0,0,2008.0,80448.9,,5138.0,45551.1,1164.1,,,6336.2,,,,3139.1,,,,3616.6,,,11.295377479238176,0.5662115951865098,,40.75,1769300.0,200810.0,1.8132,1495168.3333333333,7.44568663579171,274131.66666666674,1.365129558620919,0
ONP,2012-10-04,-1.0098995999999998,6.83906313,6.50490017,104523,2010-07-22,2010,10,805,6.6908422000000005,2.0,2012,2012,176867.0,2012-12-31,2012.0,162.846,13.519,142.769,3.876,8.383,8.045,23.696,151.11700000000005,,6.91,21.866,,33.0434,2621.0,12.0,11.323,10.543,30.433000000000003,1.1069999999999975,-0.3840000000000003,5.0928049689397685,0.023801628532478542,0.20291195362489714,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,2010.0,115.506,34.775,101.542,2.209,4.148,6.259,23.901,123.99,,5.593,9.348,,116.6742,7.024,2.323999999999999,18.005,-14.642999999999995,-4.3450000000000015,4.749322476664543,0.01912454764254671,1.010113760324139,2.06,3500.0,18460.0,0.7174,32855.833333333336,1.779839292163236,-29355.833333333336,-1.5902401589021309,0
PPC,2011-11-14,-11.636361099999998,-7.0839196,-6.6224047000000015,104137,2008-09-24,2008,11,1146,7.044033099999999,1.5,2011,2011,12785.0,2011-12-31,2011.0,2879.545,135.968,555.612,1458.001,198.3,1473.612,-348.83,7535.698,1.3,3.957,747.02,,1234.2643,2015.0,12.0,971.83,-224.8100000000001,255.767,-65.6449999999999,293.70899999999995,7.96538757453776,0.506330340383637,0.4286317109126616,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,2009.0,3060.504000000001,88.193,150.92,41.062,228.1,41.062,39.778,7088.055,42.0,11.228,858.03,,520.7018,-1262.242,2120.272,-527.011,-1951.815,1190.0510000000002,8.026334887266254,0.013416744431636094,0.17013596453394605,5.26,318400.0,214482.0,-0.955,974493.3333333334,4.5434737336155635,-656093.3333333334,-3.058966875231177,0
