Litigation Name ,Filing Date ,Class Start Date ,Class End Date ,Nature of Case  ,Status,Case Status Date ,Accounting,Secondary Market & Trading,Financial Intermediatary,Non-Accounting disclsoure and misrepresentation,Others
"UBS PaineWebber, Inc. : GOALs(+) Equity Linked Notes",1/15/2004,1/21/2000,1/29/2003,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,10/15/2008,0,0,0,1,0
Adecco S.A.,1/16/2004,3/16/2000,1/9/2004,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,10/15/2008,1,0,0,0,0
"Advanced Marketing Services, Inc.",1/16/2004,1/16/1999,1/13/2004,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,10/15/2008,1,0,0,0,0
"Metropolitan Mortgage and Securities Company, Inc.",1/20/2004,1/1/2001,12/15/2003,BROKER-MARKET MANIPULATION,SETTLED,9/22/2010,0,1,0,0,0
"Tyco International, Ltd. : Shareholders of AMP Inc.",1/20/2004,4/4/1999,6/7/2002,MERGER RELATED FRAUD,DISMISSED,7/30/2009,0,0,1,0,0
"American Business Financial Services, Inc.",1/21/2004,1/27/2000,6/25/2003,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,8/15/2005,1,0,0,0,0
Deutsche Bank AG and Scudder Investments : Scudder Family of Funds,1/22/2004,1/22/1999,1/12/2004,MUTUAL FUND (MARKET TIMING RE: OPEN-ENDED FUNDS),SETTLED,11/16/2012,0,1,0,0,0
Edward D. Jones & Co. L.P. : Various Mutual Funds,1/23/2004,1/25/1999,1/9/2004,FAILURE OF DISCLOSURE (MUTUAL FUNDS' MALPRACTICES),SETTLED,10/25/2007,0,1,0,0,0
"Interpool, Inc.",1/23/2004,3/27/2001,12/29/2003,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,8/24/2006,1,0,0,0,0
Royal Dutch Petroleum Company (Shell) : American Depository Receipts (ADR's),1/23/2004,12/3/1999,1/9/2004,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,4/14/2011,1,0,0,0,0
"Television Azteca, S.A. de C.V.",1/23/2004,10/6/2003,1/7/2004,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,5/29/2007,1,0,0,0,0
"Vans, Inc.",1/23/2004,3/24/1999,5/23/2002,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,11/2/2005,1,0,0,0,0
Wave Systems Corporation,1/23/2004,8/4/2003,12/18/2003,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,1/10/2007,0,0,0,1,0
"Progress Energy, Inc. : Contingent Value Obligations (CVOs)",1/27/2004,11/30/2000,2/12/2002,MERGER RELATED FRAUD,DISMISSED,5/24/2005,0,0,1,0,0
"Hollinger International, Inc.",2/2/2004,8/13/1999,3/31/2003,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,6/3/2008,1,0,0,0,0
"Winn-Dixie Stores, Inc.",2/4/2004,10/9/2002,1/29/2004,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,12/6/2007,1,0,0,0,0
"D&K Healthcare Resources, Inc.",2/5/2004,4/23/2001,9/16/2002,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,6/5/2007,1,0,0,0,0
"Datatec Systems, Inc.",2/5/2004,6/26/2003,12/16/2003,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,5/9/2007,1,0,0,0,0
AGCO Corporation,2/6/2004,2/6/2003,2/5/2004,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,5/12/2004,1,0,0,0,0
"Franklin Resources, Inc. : Franklin Family of Funds",2/6/2004,2/6/1999,2/4/2004,MUTUAL FUND (MARKET TIMING RE: OPEN-ENDED FUNDS),SETTLED,7/16/2011,0,1,0,0,0
Lord Abbett & Co. LLC : Lord Abbett Family of Mutual Funds,2/9/2004,2/6/1999,11/17/2003,FAILURE OF DISCLOSURE (MUTUAL FUNDS' MALPRACTICES),DISMISSED,8/9/2010,0,1,0,0,0
"Mobility Electronics, Inc.",2/10/2004,9/2/2003,1/5/2004,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,11/17/2004,1,0,0,0,0
Eaton Vance Corporation,2/11/2004,1/30/1999,11/17/2003,FAILURE OF DISCLOSURE (MUTUAL FUNDS' MALPRACTICES),DISMISSED,12/7/2005,0,1,0,0,0
"aaiPharma, Inc.",2/12/2004,7/23/2003,2/4/2004,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,10/2/2007,1,0,0,0,0
"Deloitte & Touche LLP : Symbol Technologies, Inc. common stock",2/12/2004,3/2/2000,10/17/2002,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,9/21/2006,0,0,0,1,0
InterBank Funding Corporation,2/12/2004,2/12/1999,7/26/1999,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,6/29/2006,0,0,0,1,0
"Sonus Networks, Inc.",2/12/2004,6/3/2003,2/11/2004,ACCOUNTING AND INSIDER TRADING,SETTLED,3/31/2008,1,1,0,0,0
"Whitehall Jewellers, Inc.",2/12/2004,11/19/2001,12/10/2003,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,7/24/2006,1,0,0,0,0
FleetBoston Financial Corporation : Columbia Family of Funds,2/13/2004,2/13/1999,1/14/2004,MUTUAL FUND (MARKET TIMING RE: OPEN-ENDED FUNDS),SETTLED,11/13/2012,0,1,0,0,0
Allianz Aktieng Group of Companies : PIMCO Family of Mutual Funds,2/17/2004,2/17/1999,11/17/2003,FAILURE OF DISCLOSURE (MUTUAL FUNDS' MALPRACTICES),DISMISSED,9/18/2007,0,1,0,0,0
"Ernst & Young, LLP : Metromedia Fiber Network",2/17/2004,3/5/2001,4/24/2002,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,10/18/2004,1,0,0,0,0
Allianz Dresdner Asset Management of America L.P. : PIMCO Mutual Funds,2/20/2004,2/23/1999,2/17/2004,MUTUAL FUND (MARKET TIMING RE: OPEN-ENDED FUNDS),SETTLED,11/13/2012,0,1,0,0,0
"Medical Staffing Network Holdings, Inc.",2/20/2004,4/17/2002,2/20/2004,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,3/6/2007,0,0,0,1,0
"SinoFresh Healthcare, Inc.",2/20/2004,1/1/2003,2/19/2004,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,2/2/2006,1,0,0,0,0
Walt Disney Company,2/20/2004,2/9/2004,2/10/2004,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,6/18/2004,0,0,0,1,0
"Quality Distribution, Inc.",2/24/2004,11/7/2003,2/2/2004,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,10/4/2005,1,0,0,0,0
"ITT Educational Services, Inc.",2/26/2004,4/17/2003,2/24/2004,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,10/24/2005,1,0,0,0,0
"The Hartford Financial Services Group, Inc. : The Hartford Family of Funds",2/27/2004,2/27/1999,1/9/2004,FAILURE OF DISCLOSURE (MUTUAL FUNDS' MALPRACTICES),DISMISSED,1/30/2008,0,1,0,0,0
"Diomed Holdings, Inc.",3/3/2004,2/1/2002,3/21/2002,INSIDER TRADING,DISMISSED,2/15/2005,0,1,0,0,0
"American Express Financial Advisors, Inc. : American Express family of mutual funds",3/4/2004,3/10/1999,2/9/2004,FAILURE OF DISCLOSURE (MUTUAL FUNDS' MALPRACTICES),SETTLED,7/19/2007,0,1,0,0,0
99 Cents Only Stores,3/5/2004,4/20/2000,2/3/2004,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,2/9/2007,1,0,0,0,0
"Activision, Inc.",3/5/2004,2/1/2001,12/17/2002,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,6/21/2005,1,0,0,0,0
SPX Corporation,3/5/2004,7/28/2003,2/26/2004,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,4/13/2007,0,0,0,1,0
"Zomax, Inc.",3/9/2004,6/6/2000,9/21/2000,FAILURE OF DISCLOSURE (NON-ACCOUNTING),SETTLED,9/6/2005,0,0,0,1,0
"Siebel Systems, Inc.",3/10/2004,10/1/2001,7/17/2002,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,12/28/2005,0,0,0,1,0
"Fremont Investment Advisors, Inc. : Fremont Family of Mutual Funds",3/12/2004,3/15/1999,3/1/2004,MUTUAL FUND (MARKET TIMING RE: OPEN-ENDED FUNDS),DISMISSED,3/15/2005,0,1,0,0,0
"Canadian Superior Energy, Inc.",3/15/2004,11/17/2003,3/11/2004,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,10/20/2005,0,0,0,1,0
China Life Insurance Company Limited,3/16/2004,12/22/2003,2/3/2004,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,9/3/2008,0,0,0,1,0
Exxon Mobil Corporation,3/17/2004,5/27/1999,11/30/1999,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,9/15/2005,1,0,0,0,0
"Quovadx, Inc.",3/18/2004,10/22/2003,3/15/2004,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,5/19/2010,1,0,0,0,0
"Universal Health Services, Inc.",3/22/2004,7/21/2003,2/27/2004,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,6/7/2005,1,0,0,0,0
"The Capital Group Companies, Inc. : American Family of Funds",3/24/2004,1/22/1999,11/25/2003,MUTUAL FUND (MARKET TIMING RE: OPEN-ENDED FUNDS),DISMISSED,2/10/2005,0,1,0,0,0
"EMCOR Group, Inc.",3/31/2004,4/9/2003,10/2/2003,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,8/5/2005,0,0,0,1,0
"Verdisys, Inc.",3/31/2004,8/20/2003,3/9/2004,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,10/7/2005,1,0,0,0,0
McDonald's Corporation,4/2/2004,12/14/2001,1/22/2003,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,12/19/2006,1,0,0,0,0
The Goldman Sachs Funds,4/2/2004,4/2/1999,1/9/2004,FAILURE OF DISCLOSURE (MUTUAL FUNDS' MALPRACTICES),DISMISSED,2/23/2006,0,1,0,0,0
The Titan Corporation,4/2/2004,7/24/2003,3/22/2004,ACCOUNTING AND INSIDER TRADING,SETTLED,12/21/2005,1,1,0,0,0
Nokia OYJ (Nokia Corporation),4/6/2004,1/8/2004,4/6/2004,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,3/31/2006,0,0,0,1,0
NDCHealth Corporation,4/7/2004,10/1/2003,3/31/2004,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,7/27/2005,1,0,0,0,0
"Vaso Active Pharmaceuticals, Inc.",4/8/2004,12/11/2003,3/31/2004,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,12/21/2005,0,0,0,1,0
Canadian Imperial Bank of Commerce : MFS Family of Mutual Funds,4/9/2004,1/1/2001,9/30/2003,MUTUAL FUND (MARKET TIMING RE: OPEN-ENDED FUNDS),DISMISSED,2/17/2006,0,1,0,0,0
"Sel-Leb Marketing, Inc.",4/12/2004,4/5/2002,2/25/2004,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,11/30/2005,1,0,0,0,0
"MasTec, Inc.",4/14/2004,5/13/2003,4/12/2004,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,11/7/2006,1,0,0,0,0
"NovaStar Financial, Inc.",4/14/2004,10/29/2003,4/8/2004,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,4/28/2009,0,0,0,1,0
Asconi Corporation,4/16/2004,5/15/2003,3/23/2004,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,10/1/2004,1,0,0,0,0
"Superconductor Technologies, Inc.",4/16/2004,1/9/2004,3/1/2004,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,8/10/2005,0,0,0,1,0
"Spear & Jackson, Inc.",4/20/2004,7/14/2003,4/15/2004,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,5/14/2007,1,0,0,0,0
Adolor Corporation,4/21/2004,9/23/2003,1/14/2004,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,5/12/2009,0,0,0,1,0
"Odyssey Healthcare, Inc.",4/21/2004,5/5/2003,2/23/2004,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,10/19/2006,0,0,0,1,0
Abatix Corporation,4/23/2004,4/14/2004,4/16/2004,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,8/12/2005,0,0,0,1,0
"Hibernia Foods, PLC",4/26/2004,8/2/1999,10/21/2003,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,3/12/2009,1,0,0,0,0
"Liquidmetal Technologies, Inc.",4/26/2004,5/22/2002,3/30/2004,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,10/19/2006,1,0,0,0,0
"Matrixx Initiatives, Inc.",4/27/2004,10/22/2003,2/6/2004,PRODUCT LIABILITY RELATED FRAUD,SETTLED,11/13/2012,0,0,0,0,1
"Global Crossing, Ltd.",4/30/2004,12/9/2003,4/26/2004,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,9/26/2006,1,0,0,0,0
"Genta, Inc.",5/4/2004,9/10/2003,5/3/2004,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,11/5/2009,0,0,0,1,0
"Krispy Kreme Doughnuts, Inc.",5/12/2004,8/21/2003,5/7/2004,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,11/1/2006,1,0,0,0,0
"NYFIX, Inc.",5/13/2004,3/30/2000,3/30/2004,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,6/13/2006,1,0,0,0,0
Lancer Corporation,5/14/2004,10/26/2000,2/4/2004,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,7/15/2004,1,0,0,0,0
"SPSS, Inc.",5/14/2004,5/2/2001,3/30/2004,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,3/16/2006,1,0,0,0,0
"Merrill Lynch & Co., Inc. : MLIM Funds",5/17/2004,5/20/1999,5/17/2004,FAILURE OF DISCLOSURE (MUTUAL FUNDS' MALPRACTICES),DISMISSED,6/13/2006,0,1,0,0,0
Mutual Benefits Corporation : Viatical or Life Settlement Contracts and other securities,5/17/2004,1/1/1994,5/17/2004,FAILURE OF DISCLOSURE (NON-ACCOUNTING),SETTLED,10/22/2007,0,0,0,1,0
"Quovadx, Inc.",5/17/2004,12/19/2003,3/15/2004,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,5/4/2007,0,0,0,1,0
"Allos Therapeutics, Inc.",5/19/2004,5/29/2003,5/3/2004,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,1/4/2010,0,0,0,1,0
"BISYS Group, Inc.",5/19/2004,10/23/2000,5/17/2004,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,8/22/2007,1,0,0,0,0
The Descartes Systems Group Inc.,5/19/2004,6/4/2003,5/6/2004,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,9/21/2005,1,0,0,0,0
Bally Total Fitness Holding Corporation,5/20/2004,5/17/1999,4/28/2004,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,12/3/2010,1,0,0,0,0
"Salton, Inc.",5/20/2004,11/11/2002,5/11/2004,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,3/23/2006,0,0,0,1,0
"Lexar Media, Inc.",5/21/2004,7/17/2003,4/16/2004,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,9/6/2005,0,0,0,1,0
"Morgan Stanley DW, Inc. : Morgan Stanley Mutual Funds",5/21/2004,2/24/1998,5/21/2004,FAILURE OF DISCLOSURE (MUTUAL FUNDS' MALPRACTICES),DISMISSED,3/28/2006,0,1,0,0,0
DaimlerChrysler AG,5/24/2004,11/17/1998,11/17/2000,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,1/24/2006,1,0,0,0,0
"Idacorp, Inc.",5/26/2004,2/1/2002,6/4/2002,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,5/21/2007,0,0,0,1,0
UICI,5/26/2004,1/17/2000,7/21/2003,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,1/24/2008,1,0,0,0,0
"Citigroup, Inc. : Smith Barney and Salomon Brothers Family of Mutual Funds",5/28/2004,3/22/1999,3/22/2004,FAILURE OF DISCLOSURE (MUTUAL FUNDS' MALPRACTICES),DISMISSED,10/20/2011,0,1,0,0,0
"Lehman ABS Corporation : Corporate Backed Trust Certificates, Verizon New York Debenture-Backed Series 2004-1",6/1/2004,1/5/2004,5/11/2004,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,7/6/2006,0,0,0,1,0
Business Objects S.A.,6/2/2004,4/23/2003,4/30/2004,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,7/27/2005,1,0,0,0,0
"Davis Investments, LLC",6/3/2004,6/3/1999,11/17/2003,FAILURE OF DISCLOSURE (MUTUAL FUNDS' MALPRACTICES),DISMISSED,10/11/2005,0,1,0,0,0
"POZEN, Inc.",6/4/2004,7/31/2003,5/28/2004,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,7/10/2007,0,0,0,1,0
"Trico Marine Services, Inc.",6/4/2004,5/6/2003,5/10/2004,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,8/25/2005,0,0,0,1,0
"BEA Systems, Inc.",6/9/2004,11/13/2003,5/13/2004,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,3/11/2005,0,0,0,1,0
"Key Energy Services, Inc.",6/10/2004,4/29/2003,6/4/2004,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,3/31/2008,1,0,0,0,0
"OmniVision Technologies, Inc.",6/10/2004,6/11/2003,6/8/2004,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,12/6/2007,1,0,0,0,0
"Duncan-Williams, Inc. : Capstone Series 2000 Municipal Bonds",6/14/2004,4/1/2000,9/30/2003,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,8/12/2005,0,0,0,1,0
Wachovia Corporation : Evergreen Family of Mutual Funds,6/14/2004,6/14/1999,11/17/2003,FAILURE OF DISCLOSURE (MUTUAL FUNDS' MALPRACTICES),DISMISSED,3/28/2006,0,1,0,0,0
"Alliance Gaming Corporation (n/k/a Bally Technologies, Inc.)",6/15/2004,1/15/2004,6/7/2004,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,6/28/2007,0,0,0,1,0
"Vicuron Pharmaceuticals, Inc.",6/15/2004,1/6/2003,5/24/2004,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,5/17/2007,0,0,0,1,0
"The Shaw Group, Inc.",6/16/2004,10/19/2000,6/10/2004,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,8/29/2008,1,0,0,0,0
Merix Corporation,6/17/2004,7/1/2003,5/13/2004,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,1/5/2011,0,0,0,1,0
"Synovis Life Technologies, Inc.",6/18/2004,10/16/2003,5/18/2004,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,8/25/2005,0,0,0,1,0
"Hanger Orthopedic Group, Inc.",6/22/2004,7/29/2003,6/14/2004,INSIDER TRADING,DISMISSED,3/19/2007,0,1,0,0,0
"NBTY, Inc.",6/24/2004,4/22/2004,6/16/2004,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,7/31/2007,0,0,0,1,0
"Central Freight Lines, Inc.",6/25/2004,12/12/2003,6/25/2004,IPO-NON ALLOCATION,SETTLED,2/23/2007,0,0,1,0,0
"drugstore.com, Inc.",6/25/2004,1/20/2004,6/10/2004,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,11/18/2005,0,0,0,1,0
"E.piphany, Inc.",6/29/2004,4/18/2002,4/3/2004,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,8/5/2004,1,0,0,0,0
"Cardinal Health, Inc.",7/2/2004,10/24/2000,6/30/2004,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,11/14/2007,1,0,0,0,0
"Commerce Bancorp, Inc.",7/2/2004,6/1/2002,6/28/2004,BID RIGGING (INSURANCE KICKBACKS ALLEGATIONS),DISMISSED,3/29/2007,0,0,0,0,1
"IntraBiotics Pharmaceuticals, Inc.",7/2/2004,9/5/2003,6/22/2004,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,10/3/2006,0,0,0,1,0
Yukos Oil Company,7/2/2004,2/13/2003,10/25/2003,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,10/27/2006,1,0,0,0,0
"Callidus Software, Inc.",7/7/2004,11/19/2003,6/23/2004,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,7/7/2005,0,0,0,1,0
Veritas Software Corporation,7/7/2004,4/21/2004,7/6/2004,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,8/21/2012,1,0,0,0,0
"Corinthian Colleges, Inc.",7/8/2004,8/27/2003,6/23/2004,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,5/4/2006,1,0,0,0,0
"Cumberland Technologies, Inc : Cumberland Casualty & Surety Company and Dorinco Reinsurance Company : Insured Risk Management Program",7/9/2004,10/16/1998,7/9/2004,FAILURE OF DISCLOSURE (NON-ACCOUNTING),DISMISSED,6/14/2006,0,0,0,1,0
"Red Hat, Inc.",7/14/2004,12/19/2003,7/13/2004,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,2/1/2012,1,0,0,0,0
Gexa Corporation,7/15/2004,8/14/2003,3/30/2004,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,12/22/2004,1,0,0,0,0
"The Capital Group Companies, Inc. : American Funds",7/15/2004,7/14/1999,1/9/2004,MUTUAL FUND (MARKET TIMING RE: OPEN-ENDED FUNDS),DISMISSED,9/16/2011,0,1,0,0,0
"Flight Safety Technologies, Inc.",7/16/2004,1/14/2003,7/16/2004,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,11/16/2007,0,0,0,1,0
"Spectrum Sciences and Software Holdings, Inc.",7/16/2004,3/11/2004,7/16/2004,INSIDER TRADING,SETTLED,12/2/2005,0,1,0,0,0
Nassda Corporation,7/20/2004,12/13/2001,6/11/2004,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,8/17/2005,1,0,0,0,0
"Washington Mutual, Inc.",7/20/2004,4/15/2003,6/28/2004,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,10/5/2011,0,0,0,1,0
"KVH Industries, Inc.",7/21/2004,1/6/2004,7/2/2004,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,1/25/2008,1,0,0,0,0
"Durus Life Sciences Master Fund, Ltd. : Aksys Ltd.",7/22/2004,1/1/2003,7/24/2003,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,8/30/2006,0,0,0,1,0
"Netflix, Inc.",7/22/2004,10/1/2003,7/15/2004,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,11/18/2005,1,0,0,0,0
White Electronic Designs Corporation,7/22/2004,1/23/2003,6/9/2004,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,10/30/2006,1,0,0,0,0
The Reynolds & Reynolds Company,7/23/2004,1/22/2003,6/24/2004,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,11/9/2004,0,0,0,1,0
"Salesforce.com, Inc.",7/26/2004,6/21/2004,7/21/2004,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,8/23/2006,0,0,0,1,0
"Baxter International, Inc.",7/27/2004,4/19/2001,7/21/2004,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,8/2/2007,1,0,0,0,0
Ferro Corporation,7/27/2004,10/28/2003,7/22/2004,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,6/11/2007,1,0,0,0,0
"Bennett Environmental, Inc.",7/28/2004,6/2/2003,7/22/2004,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,2/21/2006,0,0,0,1,0
"Citigroup, Inc. : Focal Communications, Inc. Common Stock",7/28/2004,7/29/1999,8/13/2001,FAILURE OF DISCLOSURE (ANALYSTS' MALPRACTICES),SETTLED,3/28/2007,0,1,0,0,0
"Entropin, Inc.",7/28/2004,3/15/2000,9/9/2002,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,6/5/2008,0,0,0,1,0
"Taro Pharmaceutical Industries, Ltd.",8/2/2004,2/20/2003,7/29/2004,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,9/16/2009,0,0,0,1,0
Thoratec Corporation,8/3/2004,4/28/2004,6/29/2004,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,11/21/2006,0,0,0,1,0
"InVision Technologies, Inc.",8/4/2004,3/15/2004,7/30/2004,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,7/31/2007,1,0,0,0,0
"Cross Country Healthcare, Inc.",8/5/2004,10/25/2001,8/6/2002,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,1/27/2005,0,0,0,1,0
"Express Scripts, Inc.",8/5/2004,10/29/2003,8/3/2004,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,6/30/2010,1,0,0,0,0
"Wireless Facilities, Inc. (WFI)",8/5/2004,4/26/2000,8/4/2004,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,6/24/2008,1,0,0,0,0
"Biolase Technology, Inc.",8/6/2004,10/29/2003,7/16/2004,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,3/31/2008,1,0,0,0,0
Ceridian Corporation,8/6/2004,4/17/2003,7/19/2004,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,6/5/2007,1,0,0,0,0
"Allied Waste Industries, Inc.",8/9/2004,2/10/2004,7/27/2004,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,12/21/2005,0,0,0,1,0
"Ligand Pharmaceuticals, Inc.",8/9/2004,3/3/2004,8/2/2004,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,10/18/2006,1,0,0,0,0
"Citigroup, Inc. : Salomon Smith Barney Mutual Funds",8/10/2004,1/1/1999,7/1/2003,MUTUAL FUND (MARKET TIMING RE: OPEN-ENDED FUNDS),DISMISSED,7/18/2012,0,1,0,0,0
World Information Technology Inc.,8/10/2004,1/3/2003,3/16/2004,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,5/6/2005,1,0,0,0,0
"VistaCare, Inc.",8/11/2004,11/6/2003,8/5/2004,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,9/29/2006,1,0,0,0,0
